R_fighter,B_fighter,Winner
Tim Elliott,Ali Bagautinov,Blue
Brian Ebersole,Rick Story,Blue
Rory MacDonald,Robbie Lawler,Blue
Ed Herman,Thales Leites,Blue
Donald Cerrone,Evan Dunham,Red
Jason High,Anthony Lapsley,Red
Will Campuzano,Sergio Pettis,Blue
Erik Perez,Edwin Figueroa,Red
Cody Donovan,Gian Villante,Blue
Thiago Perpetuo,Omari Akhmedov,Blue
Paulo Thiago,Brandon Thatch,Blue
Cezar Ferreira,Daniel Sarafian,Red
Rafael Cavalcante,Igor Pokrajac,Red
Rony Jason,Jeremy Stephens,Blue
Vitor Belfort,Dan Henderson,Red
Santiago Ponzinibbio,Ryan LaFlare,Blue
Thiago Tavares,Justin Salas,Red
Godofredo Pepey,Sam Sicilia,Blue
Adriano Martins,Daron Cruickshank,Red
Jose Maria,Dustin Ortiz,Blue
Liz Carmouche,Alexis Davis,Blue
Colton Smith,Michael Chiesa,Blue
Tim Kennedy,Rafael Natal,Red
Dennis Bermudez,Steven Siler,Red
Bobby Green,James Krause,Red
Jorge Masvidal,Rustam Khabilov,Blue
Ronny Markes,Yoel Romero,Blue
George Roop,Francisco Rivera,Blue
Derek Brunson,Brian Houston,Red
Amanda Nunes,Germaine de Randamie,Red
Chris Camozzi,Lorenz Larkin,Blue
Neil Magny,Seth Baczynski,Blue
Yves Edwards,Yancy Medeiros,Draw
Phil Harris,John Lineker,Blue
Ross Pearson,Melvin Guillard,Draw
Norman Parke,Jon Tuck,Red
Lyoto Machida,Mark Munoz,Red
Luke Barnatt,Andrew Craig,Red
Al Iaquinta,Piotr Hallmann,Red
Jimi Manuwa,Ryan Jimmo,Red
Alessio Sakara,Nicholas Musoke,Blue
Jimy Hettes,Robert Whiteford,Red
Andy Ogle,Cole Miller,Blue
Brad Scott,Michael Kuiper,Red
Rosi Sexton,Jessica Andrade,Blue
Gabriel Gonzaga,Shawn Jordan,Red
John Dodson,Darrell Montague,Red
Sarah Kaufman,Jessica Eye,Draw
Gilbert Melendez,Diego Sanchez,Red
Nate Marquardt,Hector Lombard,Blue
Cain Velasquez,Junior Dos Santos,Red
Tim Boetsch,CB Dollaway,Red
Daniel Cormier,Roy Nelson,Red
TJ Waldburger,Adlan Amagov,Blue
Tony Ferguson,Mike Rio,Red
Jeremy Larsen,Andre Fili,Blue
Dustin Pague,Kyoji Horiguchi,Blue
George Sotiropoulos,KJ Noons,Blue
Raphael Assuncao,TJ Dillashaw,Red
Fabio Maldonado,Joey Beltran,Red
Ildemar Alcantara,Igor Araujo,Blue
Rousimar Palhares,Mike Pierce,Red
Thiago Silva,Matt Hamill,Red
Erick Silva,Dong Hyun Kim,Blue
Demian Maia,Jake Shields,Blue
Yan Cabral,David Mitchell,Red
Iliarde Santos,Chris Cariaso,Blue
Alan Patrick,Garett Whiteley,Red
Pat Healy,Khabib Nurmagomedov,Blue
Ivan Menjivar,Wilson Reis,Blue
Mike Ricci,Myles Jury,Blue
Constantinos Philippou,Francis Carmont,Blue
Jon Jones,Alexander Gustafsson,Red
Chris Clements,Stephen Thompson,Blue
Brendan Schaub,Matt Mitrione,Red
Renan Barao,Eddie Wineland,Red
John Makdessi,Renee Forte,Red
Mitch Gagnon,Dustin Kimura,Red
Nandor Guelmino,Daniel Omielanczuk,Blue
Michel Prazeres,Jesse Ronson,Red
Roland Delorme,Alex Caceres,Blue
Francisco Trinaldo,Piotr Hallmann,Blue
Rafael Natal,Tor Troeng,Red
Glover Teixeira,Ryan Bader,Red
Marcos Vinicius,Ali Bagautinov,Blue
Yushin Okami,Jacare Souza,Blue
Joseph Benavidez,Jussier Formiga,Red
Lucas Martins,Ramiro Hernandez,Red
Felipe Arantes,Edimilson Souza,Blue
Joao Zeferino,Elias Silverio,Blue
Keith Wisniewski,Ivan Jorge,Blue
Yuri Villefort,Sean Spencer,Blue
Jamie Varner,Gleison Tibau,Blue
Louis Gaudinot,Tim Elliott,Blue
Pascal Krauss,Hyun Gyu Lim,Blue
Erik Koch,Dustin Poirier,Blue
Frank Mir,Josh Barnett,Blue
Ben Rothwell,Brandon Vera,Red
Chad Mendes,Clay Guida,Red
Benson Henderson,Anthony Pettis,Blue
Soa Palelei,Nikita Krylov,Red
Ryan Couture,Al Iaquinta,Blue
Jared Hamman,Magnus Cedenblad,Blue
Chico Camus,Kyung Ho Kang,Red
Justin Edwards,Brandon Thatch,Blue
Court McGee,Robert Whittaker,Red
Takeya Mizugaki,Erik Perez,Red
Dylan Andrews,Papy Abedi,Red
Kelvin Gastelum,Brian Melancon,Red
Carlos Condit,Martin Kampmann,Red
Brad Tavares,Robert McDaniel,Red
Donald Cerrone,Rafael Dos Anjos,Blue
James Head,Jason High,Blue
Darren Elkins,Hatsu Hioki,Red
Roger Bowling,Abel Trujillo,Draw
Zak Cummings,Ben Alloway,Red
Alistair Overeem,Travis Browne,Blue
Urijah Faber,Iuri Alcantara,Red
Brad Pickett,Michael McDonald,Blue
Mauricio Rua,Chael Sonnen,Blue
Conor McGregor,Max Holloway,Red
Matt Brown,Mike Pyle,Red
Uriah Hall,John Howard,Blue
Joe Lauzon,Michael Johnson,Blue
Manvel Gamburyan,Cole Miller,Red
Cody Donovan,Ovince Saint Preux,Blue
Diego Brandao,Daniel Pineda,Red
Ramsey Nijem,James Vick,Blue
Mike Brown,Steven Siler,Blue
John Lineker,Jose Maria,Red
Cezar Ferreira,Thiago Santos,Red
Vinny Magalhaes,Anthony Perosh,Blue
Jose Aldo,Chan Sung Jung,Red
Thales Leites,Tom Watson,Red
Lyoto Machida,Phil Davis,Blue
Amanda Nunes,Sheila Gaff,Red
Sergio Moraes,Neil Magny,Red
Ian McCall,Iliarde Santos,Red
Ednaldo Oliveira,Francimar Barroso,Blue
Viscardi Andrade,Bristol Marunde,Red
Rani Yahya,Josh Clopton,Red
Yves Edwards,Daron Cruickshank,Blue
Demetrious Johnson,John Moraga,Red
Robbie Lawler,Bobby Voelker,Red
Michael Chiesa,Jorge Masvidal,Blue
Liz Carmouche,Jessica Andrade,Red
Danny Castillo,Tim Means,Red
Rory MacDonald,Jake Ellenberger,Red
Mac Danzig,Melvin Guillard,Blue
Julie Kedzie,Germaine de Randamie,Blue
Ed Herman,Trevor Smith,Red
John Albert,Yaotzin Meza,Blue
Aaron Riley,Justin Salas,Blue
Mark Munoz,Tim Boetsch,Red
Cub Swanson,Dennis Siver,Red
Chris Leben,Andrew Craig,Blue
Norman Parke,Kazuki Tokudome,Red
Anderson Silva,Chris Weidman,Blue
Frankie Edgar,Charles Oliveira,Red
Gabriel Gonzaga,Dave Herman,Red
Tim Kennedy,Roger Gracie,Red
Seth Baczynski,Brian Melancon,Blue
Mike Pierce,David Mitchell,Red
Edson Barboza,Rafaello Oliveira,Red
Ryan Jimmo,Igor Pokrajac,Red
Pat Barry,Shawn Jordan,Blue
Roy Nelson,Stipe Miocic,Blue
Sam Stout,James Krause,Blue
Rashad Evans,Dan Henderson,Red
Alexis Davis,Rosi Sexton,Red
Sean Pierson,Kenny Robertson,Red
Jake Shields,Tyron Woodley,Red
Roland Delorme,Edwin Figueroa,Red
Yves Jabouin,Dustin Pague,Red
Mitch Clarke,John Maguire,Red
Thiago Silva,Rafael Cavalcante,Red
William Macario,Leonardo Santos,Blue
Erick Silva,Jason High,Red
Daniel Sarafian,Eddie Mendez,Red
Rony Jason,Mike Wilkinson,Red
Raphael Assuncao,Vaughan Lee,Red
Godofredo Pepey,Felipe Arantes,Blue
Antonio Rodrigo Nogueira,Fabricio Werdum,Blue
Ildemar Alcantara,Leandro Silva,Red
Antonio Braga Neto,Anthony Smith,Red
Rodrigo Damm,Mizuto Hirota,Red
Caio Magalhaes,Karlos Vemola,Red
Cain Velasquez,Antonio Silva,Red
Junior Dos Santos,Mark Hunt,Red
Glover Teixeira,James Te Huna,Red
Donald Cerrone,KJ Noons,Red
Gray Maynard,TJ Grant,Blue
Colton Smith,Robert Whittaker,Blue
Mike Pyle,Rick Story,Red
Dennis Bermudez,Max Holloway,Red
Khabib Nurmagomedov,Abel Trujillo,Red
Jeremy Stephens,Estevan Payan,Red
Brian Bowles,George Roop,Blue
Stephen Thompson,Nah-Shon Burrell,Red
Paulo Thiago,Michel Prazeres,Red
Rafael Dos Anjos,Evan Dunham,Red
Vitor Belfort,Luke Rockhold,Red
Jacare Souza,Chris Camozzi,Red
Rafael Natal,Joao Zeferino,Red
Gleison Tibau,John Cholish,Red
Hacran Dias,Nik Lentz,Blue
Francisco Trinaldo,Mike Rio,Red
Iuri Alcantara,Iliarde Santos,Red
Jussier Formiga,Chris Cariaso,Red
Lucas Martins,Jeremy Larsen,Red
John Lineker,Azamat Gashimov,Red
Fabio Maldonado,Roger Hollett,Red
Rustam Khabilov,Yancy Medeiros,Red
Jon Jones,Chael Sonnen,Red
Phil Davis,Vinny Magalhaes,Red
Gian Villante,Ovince Saint Preux,Blue
Sara McMann,Sheila Gaff,Red
Roy Nelson,Cheick Kongo,Red
Michael Bisping,Alan Belcher,Red
Jim Miller,Pat Healy,Draw
Steven Siler,Kurt Holobaugh,Red
Bryan Caraway,Johnny Bedford,Red
Leonard Garcia,Cody McKenzie,Blue
Chad Mendes,Darren Elkins,Red
Benson Henderson,Gilbert Melendez,Red
Francis Carmont,Lorenz Larkin,Red
Ramsey Nijem,Myles Jury,Blue
Nate Diaz,Josh Thomson,Blue
Frank Mir,Daniel Cormier,Blue
Joseph Benavidez,Darren Uyenoyama,Red
Matt Brown,Jordan Mein,Red
Tim Means,Jorge Masvidal,Blue
TJ Dillashaw,Hugo Viana,Red
Anthony Njokuani,Roger Bowling,Red
Clifford Starks,Yoel Romero,Blue
Robert McDaniel,Gilbert Smith,Red
Uriah Hall,Kelvin Gastelum,Blue
Luke Barnatt,Collin Hart,Red
Josh Samman,Kevin Casey,Red
Urijah Faber,Scott Jorgensen,Red
Travis Browne,Gabriel Gonzaga,Red
Miesha Tate,Cat Zingano,Blue
Dylan Andrews,Jimmy Quinlan,Red
Justin Lawrence,Daniel Pineda,Blue
Bristol Marunde,Clint Hester,Blue
Sam Sicilia,Maximo Blanco,Blue
Cole Miller,Bart Palaszewski,Red
Ryan Couture,Ross Pearson,Blue
Reza Madadi,Michael Johnson,Red
Matt Mitrione,Philip De Fries,Red
Diego Brandao,Pablo Garza,Red
Gegard Mousasi,Ilir Latifi,Red
Tor Troeng,Adam Cella,Red
Brad Pickett,Mike Easton,Red
Akira Corassani,Robert Peralta,Red
Chris Spang,Adlan Amagov,Blue
Marcus Brimage,Conor McGregor,Blue
Ben Alloway,Ryan LaFlare,Blue
Michael Kuiper,Tom Lawlor,Blue
Papy Abedi,Besam Yousef,Red
Jake Ellenberger,Nate Marquardt,Red
Antonio Carvalho,Darren Elkins,Blue
Mike Ricci,Colin Fletcher,Red
Patrick Cote,Bobby Voelker,Red
Carlos Condit,Johny Hendricks,Blue
Dan Miller,Jordan Mein,Blue
Georges St-Pierre,Nick Diaz,Red
Nick Ring,Chris Camozzi,Blue
TJ Dillashaw,Issei Tamura,Red
Rick Story,Quinn Mulhern,Red
John Makdessi,Daron Cruickshank,Red
George Roop,Reuben Duran,Red
Takeya Mizugaki,Bryan Caraway,Red
Yushin Okami,Hector Lombard,Red
Riki Fukuda,Brad Tavares,Blue
Takanori Gomi,Diego Sanchez,Blue
Dong Hyun Kim,Siyar Bahadurzada,Red
Wanderlei Silva,Brian Stann,Red
Mizuto Hirota,Rani Yahya,Blue
Stefan Struve,Mark Hunt,Blue
Cristiano Marcello,Kazuki Tokudome,Blue
Alex Caceres,Kyung Ho Kang,Draw
Marcelo Guimaraes,Hyun Gyu Lim,Blue
Ronda Rousey,Liz Carmouche,Red
Urijah Faber,Ivan Menjivar,Red
Lyoto Machida,Dan Henderson,Red
Michael Chiesa,Anton Kuivanen,Red
Court McGee,Josh Neer,Red
Brendan Schaub,Lavar Johnson,Red
Josh Koscheck,Robbie Lawler,Blue
Dennis Bermudez,Matt Grice,Red
Sam Stout,Caros Fodor,Red
Kenny Robertson,Brock Jardine,Red
Nah-Shon Burrell,Yuri Villefort,Red
Jon Manley,Neil Magny,Blue
Cub Swanson,Dustin Poirier,Red
Renan Barao,Michael McDonald,Red
Paul Sass,Danny Castillo,Blue
Terry Etim,Renee Forte,Blue
Jimi Manuwa,Cyrille Diabate,Red
James Te Huna,Ryan Jimmo,Red
Gunnar Nelson,Jorge Santiago,Red
Che Mills,Matthew Riddle,Draw
Andy Ogle,Josh Grispi,Red
Vaughan Lee,Motonobu Tezuka,Red
Tom Watson,Stanislav Nedkov,Red
Phil Harris,Ulysses Gomez,Red
Tyron Woodley,Jay Hieron,Red
Jose Aldo,Frankie Edgar,Red
Rashad Evans,Rogerio Nogueira,Blue
Jon Fitch,Demian Maia,Blue
Joseph Benavidez,Ian McCall,Red
Jacob Volkmann,Bobby Green,Blue
Alistair Overeem,Antonio Silva,Blue
Gleison Tibau,Evan Dunham,Blue
Chico Camus,Dustin Kimura,Blue
Edwin Figueroa,Francisco Rivera,Blue
Yves Edwards,Isaac Vallie-Flagg,Blue
Anthony Pettis,Donald Cerrone,Red
Mike Stumpf,Pascal Krauss,Blue
Clay Guida,Hatsu Hioki,Red
Ryan Bader,Vladimir Matyushenko,Red
TJ Grant,Matt Wiman,Red
Quinton Jackson,Glover Teixeira,Blue
Erik Koch,Ricardo Lamas,Blue
Demetrious Johnson,John Dodson,Red
Mike Russow,Shawn Jordan,Blue
Rafael Natal,Sean Spencer,Red
Simeon Thoresen,David Mitchell,Blue
Edson Barboza,Lucas Martins,Red
Gabriel Gonzaga,Ben Rothwell,Red
Godofredo Pepey,Milton Vieira,Red
Vitor Belfort,Michael Bisping,Red
Ronny Markes,Andrew Craig,Red
Daniel Sarafian,CB Dollaway,Blue
Diego Nunes,Nik Lentz,Blue
Thiago Tavares,Khabib Nurmagomedov,Blue
Francisco Trinaldo,CJ Keith,Red
Wagner Prado,Ildemar Alcantara,Blue
Iuri Alcantara,Pedro Nobre,Draw
Melvin Guillard,Jamie Varner,Blue
Brad Pickett,Eddie Wineland,Blue
Jim Miller,Joe Lauzon,Red
Erik Perez,Byron Bloodworth,Red
Tim Boetsch,Constantinos Philippou,Blue
Junior Dos Santos,Cain Velasquez,Blue
Chris Leben,Derek Brunson,Blue
Yushin Okami,Alan Belcher,Red
Michael Johnson,Myles Jury,Blue
Leonard Garcia,Max Holloway,Blue
Philip De Fries,Todd Duffee,Blue
Chris Cariaso,John Moraga,Blue
Roy Nelson,Matt Mitrione,Red
Colton Smith,Mike Ricci,Red
TJ Waldburger,Nick Catone,Red
Dustin Poirier,Jonathan Brookins,Red
Johnny Bedford,Marcos Vinicius,Red
Mike Pyle,James Head,Red
Pat Barry,Shane del Rosario,Red
Reuben Duran,Hugo Viana,Blue
Vinc Pichel,Rustam Khabilov,Blue
Jared Papazian,Tim Elliott,Blue
Mike Rio,John Cofer,Red
Colin Fletcher,Norman Parke,Blue
Robert Whittaker,Brad Scott,Red
Ben Alloway,Manuel Rodriguez,Red
Mike Pierce,Seth Baczynski,Red
Hector Lombard,Rousimar Palhares,Red
George Sotiropoulos,Ross Pearson,Blue
Igor Pokrajac,Joey Beltran,Draw
Chad Mendes,Yaotzin Meza,Red
Brendan Loughnane,Mike Wilkinson,Blue
Nick Penner,Cody Donovan,Blue
Raphael Assuncao,Mike Easton,Red
Ramsey Nijem,Joe Proctor,Red
Daron Cruickshank,Henry Martinez,Red
Mauricio Rua,Alexander Gustafsson,Blue
BJ Penn,Rory MacDonald,Blue
Mike Swick,Matt Brown,Blue
Benson Henderson,Nate Diaz,Red
Dennis Siver,Nam Phan,Red
Yves Edwards,Jeremy Stephens,Red
Marcus LeVesseur,Abel Trujillo,Blue
Scott Jorgensen,John Albert,Red
Sam Stout,John Makdessi,Blue
Patrick Cote,Alessio Sakara,Red
Cyrille Diabate,Chad Griggs,Red
Mark Hominick,Pablo Garza,Blue
Johny Hendricks,Martin Kampmann,Red
Francis Carmont,Tom Lawlor,Red
Georges St-Pierre,Carlos Condit,Red
Mark Bocek,Rafael Dos Anjos,Blue
Ivan Menjivar,Azamat Gashimov,Red
Antonio Carvalho,Rodrigo Damm,Red
Matthew Riddle,John Maguire,Red
Steven Siler,Darren Elkins,Blue
Yasuhiro Urushitani,John Lineker,Blue
Takanori Gomi,Mac Danzig,Red
Takeya Mizugaki,Jeff Hougland,Red
Thiago Silva,Stanislav Nedkov,Draw
Rich Franklin,Cung Le,Blue
Alex Caceres,Motonobu Tezuka,Red
Zhang Tiequan,Jon Tuck,Blue
Dong Hyun Kim,Paulo Thiago,Red
Riki Fukuda,Tom DeBlass,Red
Demian Maia,Rick Story,Red
Gleison Tibau,Francisco Trinaldo,Red
Glover Teixeira,Fabio Maldonado,Red
Jon Fitch,Erick Silva,Red
Anderson Silva,Stephan Bonnar,Red
Phil Davis,Wagner Prado,Red
Antonio Rodrigo Nogueira,Dave Herman,Red
Rony Jason,Sam Sicilia,Red
Cristiano Marcello,Reza Madadi,Red
Sergio Moraes,Renee Forte,Red
Diego Brandao,Joey Gambino,Red
Luiz Cane,Chris Camozzi,Blue
Travis Browne,Antonio Silva,Blue
Josh Neer,Justin Edwards,Blue
Marcus LeVesseur,Carlo Prater,Red
Aaron Simpson,Mike Pierce,Blue
Jake Ellenberger,Jay Hieron,Red
Jacob Volkmann,Shane Roller,Red
Michael Johnson,Danny Castillo,Red
John Dodson,Jussier Formiga,Red
Bart Palaszewski,Diego Nunes,Blue
Darren Uyenoyama,Phil Harris,Red
Stefan Struve,Stipe Miocic,Red
Andy Ogle,Akira Corassani,Blue
Kyle Kingsbury,Jimi Manuwa,Blue
Brad Pickett,Yves Jabouin,Red
Paul Sass,Matt Wiman,Blue
Che Mills,Duane Ludwig,Red
Dan Hardy,Amir Sadollah,Red
John Hathaway,John Maguire,Red
Tom Watson,Brad Tavares,Blue
DaMarques Johnson,Gunnar Nelson,Blue
Jason Young,Robert Peralta,Blue
Igor Pokrajac,Vinny Magalhaes,Blue
Jon Jones,Vitor Belfort,Red
Sean Pierson,Lance Benoist,Red
Cub Swanson,Charles Oliveira,Red
Joseph Benavidez,Demetrious Johnson,Blue
TJ Grant,Evan Dunham,Red
Michael Bisping,Brian Stann,Red
Matt Hamill,Roger Hollett,Red
Jimy Hettes,Marcus Brimage,Blue
Seth Baczynski,Simeon Thoresen,Red
Mitch Gagnon,Walel Watson,Red
Kyle Noke,Charlie Brenneman,Red
Justin Lawrence,Max Holloway,Blue
Benson Henderson,Frankie Edgar,Red
Dennis Bermudez,Tommy Hayden,Red
Donald Cerrone,Melvin Guillard,Red
Jake Shields,Ed Herman,Draw
Ken Stone,Erik Perez,Blue
Yushin Okami,Buddy Roberts,Red
Jared Hamman,Michael Kuiper,Blue
Nik Lentz,Eiji Mitsuoka,Red
Dustin Pague,Chico Camus,Blue
Josh Grispi,Rani Yahya,Blue
Philip De Fries,Oli Thompson,Red
Joe Lauzon,Jamie Varner,Red
Lyoto Machida,Ryan Bader,Red
Cole Miller,Nam Phan,Blue
Mike Swick,DaMarques Johnson,Red
Mauricio Rua,Brandon Vera,Red
Phil Davis,Wagner Prado,Draw
John Moraga,Ulysses Gomez,Red
Manvel Gamburyan,Michihiro Omigawa,Red
Anthony Perosh,Ryan Jimmo,Blue
Roland Delorme,Francisco Rivera,Draw
Brian Ebersole,James Head,Blue
Chris Clements,Matthew Riddle,Draw
Court McGee,Nick Ring,Blue
Hector Lombard,Tim Boetsch,Blue
Cheick Kongo,Shawn Jordan,Red
Urijah Faber,Renan Barao,Blue
Antonio Carvalho,Daniel Pineda,Red
Bryan Caraway,Mitch Gagnon,Red
Mitch Clarke,Anton Kuivanen,Blue
Damacio Page,Alex Caceres,Blue
Aaron Simpson,Kenny Robertson,Red
Chris Cariaso,Josh Ferguson,Red
TJ Dillashaw,Vaughan Lee,Red
James Te Huna,Joey Beltran,Red
Mark Munoz,Chris Weidman,Blue
Rafael Dos Anjos,Anthony Njokuani,Red
Karlos Vemola,Francis Carmont,Blue
Rafael Natal,Andrew Craig,Blue
Marcelo Guimaraes,Dan Stittgen,Red
Raphael Assuncao,Issei Tamura,Red
Chad Mendes,Cody McKenzie,Red
Dong Hyun Kim,Demian Maia,Blue
Anderson Silva,Chael Sonnen,Red
Melvin Guillard,Fabricio Camoes,Red
Gleison Tibau,Khabib Nurmagomedov,Blue
Ivan Menjivar,Mike Easton,Blue
Cung Le,Patrick Cote,Red
Forrest Griffin,Tito Ortiz,Red
Constantinos Philippou,Riki Fukuda,Red
John Alessio,Shane Roller,Blue
Rafaello Oliveira,Yoislandy Izquierdo,Red
Cezar Ferreira,Sergio Moraes,Red
Godofredo Pepey,Rony Jason,Blue
Wanderlei Silva,Rich Franklin,Blue
Fabricio Werdum,Mike Russow,Red
John Teixeira,Hugo Viana,Blue
Delson Heleno,Francisco Trinaldo,Blue
Iuri Alcantara,Hacran Dias,Blue
Anistavio Medeiros,Rodrigo Damm,Blue
Marcos Vinicius,Wagner Campos,Red
Thiago Perpetuo,Leonardo Mafra,Red
Felipe Arantes,Milton Vieira,Draw
Ross Pearson,Cub Swanson,Blue
Brian Ebersole,TJ Waldburger,Red
Hatsu Hioki,Ricardo Lamas,Blue
Steven Siler,Joey Gambino,Red
Gray Maynard,Clay Guida,Red
Rick Story,Brock Jardine,Red
Sam Stout,Spencer Fisher,Red
Ramsey Nijem,CJ Keith,Red
Ken Stone,Dustin Pague,Red
Matt Brown,Luis Ramos,Red
Nick Catone,Chris Camozzi,Blue
Dan Miller,Ricardo Funch,Red
Erick Silva,Charlie Brenneman,Red
Mike Pyle,Josh Neer,Red
Seth Baczynski,Lance Benoist,Red
Eddie Wineland,Scott Jorgensen,Red
Dustin Pague,Jared Papazian,Red
Demetrious Johnson,Ian McCall,Red
Leonard Garcia,Matt Grice,Blue
Mike Pierce,Carlos Eduardo Rocha,Red
Buddy Roberts,Caio Magalhaes,Red
Henry Martinez,Bernardo Magalhaes,Red
Jake Hecht,Sean Pierson,Blue
Tim Means,Justin Salas,Red
Jonathan Brookins,Charles Oliveira,Blue
Cristiano Marcello,Sam Sicilia,Blue
Jake Ellenberger,Martin Kampmann,Blue
Max Holloway,Pat Schilling,Red
Justin Lawrence,John Cofer,Red
Michael Chiesa,Al Iaquinta,Red
Daron Cruickshank,Chris Tickle,Red
Myles Jury,Chris Saunders,Red
John Albert,Erik Perez,Blue
Joe Proctor,Jeremy Larsen,Red
Stipe Miocic,Shane del Rosario,Red
Cain Velasquez,Antonio Silva,Red
Edson Barboza,Jamie Varner,Blue
Jason Miller,CB Dollaway,Blue
Stefan Struve,Lavar Johnson,Red
Junior Dos Santos,Frank Mir,Red
Dan Hardy,Duane Ludwig,Red
Roy Nelson,Dave Herman,Red
Diego Brandao,Darren Elkins,Blue
Kyle Kingsbury,Glover Teixeira,Blue
Jacob Volkmann,Paul Sass,Blue
Mike Brown,Daniel Pineda,Red
Cody McKenzie,Marcus LeVesseur,Red
Donald Cerrone,Jeremy Stephens,Red
Yves Jabouin,Jeff Hougland,Red
Amir Sadollah,Jorge Lopez,Red
Jason MacDonald,Tom Lawlor,Blue
Igor Pokrajac,Fabio Maldonado,Red
Brad Tavares,Dongi Yang,Red
Chan Sung Jung,Dustin Poirier,Red
TJ Grant,Carlo Prater,Red
Rafael Dos Anjos,Kamal Shalorus,Red
Jeff Curran,Johnny Eduardo,Blue
Alex Soto,Francisco Rivera,Blue
Rousimar Palhares,Alan Belcher,Blue
John Dodson,Tim Elliott,Red
John Hathaway,Pascal Krauss,Red
Tony Ferguson,Michael Johnson,Blue
Nate Diaz,Jim Miller,Red
Josh Koscheck,Johny Hendricks,Blue
Pat Barry,Lavar Johnson,Blue
Louis Gaudinot,John Lineker,Red
Danny Castillo,John Cholish,Red
Mike Massenzio,Karlos Vemola,Blue
Dennis Bermudez,Pablo Garza,Red
Roland Delorme,Nick Denis,Red
Travis Browne,Chad Griggs,Red
Matt Brown,Stephen Thompson,Red
Rory MacDonald,Che Mills,Red
Mark Bocek,John Alessio,Red
Jon Jones,Rashad Evans,Red
Mark Hominick,Eddie Yagin,Blue
Miguel Torres,Michael McDonald,Blue
Brendan Schaub,Ben Rothwell,Blue
John Makdessi,Anthony Njokuani,Blue
Mac Danzig,Efrain Escudero,Red
Keith Wisniewski,Chris Clements,Blue
Marcus Brimage,Maximo Blanco,Red
DaMarques Johnson,John Maguire,Blue
Brian Stann,Alessio Sakara,Red
Brad Pickett,Damacio Page,Red
Paulo Thiago,Siyar Bahadurzada,Blue
Alexander Gustafsson,Thiago Silva,Red
Papy Abedi,James Head,Blue
Dennis Siver,Diego Nunes,Red
Cyrille Diabate,Tom DeBlass,Red
Reza Madadi,Yoislandy Izquierdo,Red
Francis Carmont,Magnus Cedenblad,Red
Jason Young,Eric Wisely,Red
Simeon Thoresen,Besam Yousef,Red
Joseph Benavidez,Yasuhiro Urushitani,Red
Cole Miller,Steven Siler,Blue
Anthony Perosh,Nick Penner,Red
Thiago Alves,Martin Kampmann,Blue
Demetrious Johnson,Ian McCall,Draw
Court McGee,Constantinos Philippou,Blue
James Te Huna,Aaron Rosa,Red
Kyle Noke,Andrew Craig,Blue
Oli Thompson,Shawn Jordan,Blue
TJ Waldburger,Jake Hecht,Red
Mackens Semerzier,Daniel Pineda,Blue
Mark Hunt,Cheick Kongo,Red
Frankie Edgar,Benson Henderson,Blue
Quinton Jackson,Ryan Bader,Blue
Takanori Gomi,Eiji Mitsuoka,Red
Yoshihiro Akiyama,Jake Shields,Blue
Anthony Pettis,Joe Lauzon,Red
Hatsu Hioki,Bart Palaszewski,Red
Yushin Okami,Tim Boetsch,Blue
Zhang Tiequan,Issei Tamura,Blue
Norifumi Yamamoto,Vaughan Lee,Blue
Riki Fukuda,Steve Cantwell,Red
Takeya Mizugaki,Chris Cariaso,Blue
Jonathan Brookins,Vagner Rocha,Red
TJ Dillashaw,Walel Watson,Red
Anton Kuivanen,Justin Salas,Blue
Stipe Miocic,Philip De Fries,Red
Aaron Simpson,Ronny Markes,Blue
Ivan Menjivar,John Albert,Red
Stefan Struve,Dave Herman,Red
Diego Sanchez,Jake Ellenberger,Blue
Tim Means,Bernardo Magalhaes,Red
Ed Herman,Clifford Starks,Red
Josh Koscheck,Mike Pierce,Red
Renan Barao,Scott Jorgensen,Red
Roy Nelson,Fabricio Werdum,Blue
Matt Brown,Chris Cope,Red
Alex Caceres,Edwin Figueroa,Blue
Dustin Poirier,Max Holloway,Red
Nick Diaz,Carlos Condit,Blue
Dan Stittgen,Stephen Thompson,Blue
Rafael Natal,Michael Kuiper,Red
Matthew Riddle,Henry Martinez,Red
Demian Maia,Chris Weidman,Blue
Evan Dunham,Nik Lentz,Red
Cub Swanson,George Roop,Red
Mike Russow,Jon Olav Einemo,Red
Rashad Evans,Phil Davis,Red
Michael Johnson,Shane Roller,Red
Charles Oliveira,Eric Wisely,Red
Chael Sonnen,Michael Bisping,Red
Joey Beltran,Lavar Johnson,Blue
Chris Camozzi,Dustin Jacoby,Red
Melvin Guillard,Jim Miller,Blue
Mike Easton,Jared Papazian,Red
Charlie Brenneman,Daniel Roberts,Red
Duane Ludwig,Josh Neer,Blue
Pat Barry,Christian Morecraft,Red
Kamal Shalorus,Khabib Nurmagomedov,Blue
Jorge Rivera,Eric Schafer,Red
Fabricio Camoes,Tommy Hayden,Red
Daniel Pineda,Pat Schilling,Red
Joseph Sandoval,Nick Denis,Blue
Vitor Belfort,Anthony Johnson,Red
Thiago Tavares,Sam Stout,Red
Gabriel Gonzaga,Ednaldo Oliveira,Red
Jose Aldo,Chad Mendes,Red
Iuri Alcantara,Michihiro Omigawa,Red
Erick Silva,Carlo Prater,Blue
Edson Barboza,Terry Etim,Red
Rousimar Palhares,Mike Massenzio,Red
